6	6.0
12	6.0
17	5.0
28	11.0
35	7.0
43	8.0
53	10.0
66	13.0
74	8.0
82	8.0
90	8.0
107	17.0
115	8.0
120	5.0
128	8.0
135	7.0
141	6.0
149	8.0
156	7.0
167	11.0
173	6.0
185	12.0
191	6.0
197	6.0
207	10.0
213	6.0
218	5.0
233	15.0
240	7.0
251	11.0
258	7.0
266	8.0
271	5.0
283	12.0
289	6.0
294	5.0
300	6.0
307	7.0
312	5.0
317	5.0
327	10.0
338	11.0
344	6.0
356	12.0
381	25.0
390	9.0
404	14.0
410	6.0
417	7.0
424	7.0
429	5.0
436	7.0
443	7.0
448	5.0
457	9.0
464	7.0
472	8.0
478	6.0
492	14.0
505	13.0
513	8.0
522	9.0
529	7.0
535	6.0
547	12.0
555	8.0
567	12.0
575	8.0
583	8.0
591	8.0
604	13.0
619	15.0
627	8.0
654	27.0
660	6.0
667	7.0
672	5.0
680	8.0
698	18.0
706	8.0
722	16.0
727	5.0
735	8.0
741	6.0
747	6.0
762	15.0
772	10.0
784	12.0
793	9.0
812	19.0
821	9.0
836	15.0
841	5.0
848	7.0
859	11.0
865	6.0
871	6.0
879	8.0
884	5.0
889	5.0
896	7.0
905	9.0
911	6.0
916	5.0
921	5.0
928	7.0
937	9.0
946	9.0
955	9.0
972	17.0
978	6.0
988	10.0
999	11.0
1006	7.0
1012	6.0
1019	7.0
1024	5.0
1030	6.0
1040	10.0
1055	15.0
1062	7.0
1070	8.0
1076	6.0
1090	14.0
1107	17.0
1115	8.0
1125	10.0
1140	15.0
1154	14.0
1161	7.0
1168	7.0
1188	20.0
1196	8.0
1205	9.0
1215	10.0
1224	9.0
1231	7.0
1239	8.0
1247	8.0
1253	6.0
1266	13.0
1274	8.0
1279	5.0
1285	6.0
1290	5.0
1301	11.0
1310	9.0
1324	14.0
1340	16.0
1345	5.0
1350	5.0
1356	6.0
1361	5.0
1373	12.0
1378	5.0
1384	6.0
1393	9.0
1399	6.0
1405	6.0
1409	4.0
1416	7.0
1422	6.0
1426	4.0
1431	5.0
1436	5.0
1445	9.0
1451	6.0
1455	4.0
1459	4.0
1464	5.0
1469	5.0
1485	16.0
1506	21.0
1534	28.0
1576	42.0
1631	55.0
1647	16.0
1751	104.0
1835	84.0
1862	27.0
1969	107.0
2043	74.0
2151	108.0
2167	16.0
2208	41.0
2294	86.0
2374	80.0
2435	61.0
2494	59.0
2554	60.0
2595	41.0
2621	26.0
2660	39.0
2762	102.0
2824	62.0
2878	54.0
2920	42.0
2964	44.0
2992	28.0
3014	22.0
3064	50.0
3122	58.0
3209	87.0
3266	57.0
3288	22.0
3326	38.0
3378	52.0
3441	63.0
3556	115.0
3577	21.0
3603	26.0
3670	67.0
3678	8.0
3692	14.0
3717	25.0
3727	10.0
3762	35.0
3795	33.0
3839	44.0
3867	28.0
3912	45.0
3947	35.0
3975	28.0
4015	40.0
4051	36.0
4089	38.0
4128	39.0
4143	15.0
4182	39.0
4195	13.0
4236	41.0
4284	48.0
4307	23.0
4364	57.0
4431	67.0
4441	10.0
4467	26.0
4508	41.0
4554	46.0
4560	6.0
4597	37.0
4607	10.0
4622	15.0
4668	46.0
4718	50.0
4799	81.0
4818	19.0
4865	47.0
4913	48.0
4954	41.0
5009	55.0
5072	63.0
5112	40.0
5146	34.0
5181	35.0
5224	43.0
5264	40.0
5280	16.0
5296	16.0
5323	27.0
5366	43.0
5404	38.0
5443	39.0
5482	39.0
5493	11.0
5500	7.0
5510	10.0
5551	41.0
5589	38.0
5652	63.0
5675	23.0
5720	45.0
5749	29.0
5816	67.0
5859	43.0
5912	53.0
5962	50.0
5972	10.0
6037	65.0
6088	51.0
6142	54.0
6224	82.0
6278	54.0
6333	55.0
6370	37.0
6380	10.0
6415	35.0
6430	15.0
6454	24.0
6537	83.0
6604	67.0
6620	16.0
6681	61.0
6717	36.0
6733	16.0
6775	42.0
6854	79.0
6948	94.0
6959	11.0
6988	29.0
6995	7.0
7019	24.0
7062	43.0
7157	95.0
7211	54.0
7241	30.0
7301	60.0
7320	19.0
7328	8.0
7397	69.0
7451	54.0
7507	56.0
7524	17.0
7758	234.0
7765	7.0
7817	52.0
7871	54.0
7926	55.0
7931	5.0
7945	14.0
7999	54.0
8022	23.0
8038	16.0
8053	15.0
8116	63.0
8124	8.0
